"Product name","Product description","Price","Category","Subcategory","Color","Size","Material","Tags","Product link","Image link","Brand / seller name"
"Handwoven Kalinga Fan Earrings - Ochre","Handwoven Kalinga fan earrings in ochre color.","PHP 1604.94","Jewelry","Earrings","Ochre","Fan","Handwoven","Kalinga, handwoven earrings, fan design","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Kalinga Circle Earrings - Red & Black","Handwoven Kalinga circle earrings in red & black.","PHP 1604.94","Jewelry","Earrings","Red/Black","Circle","Handwoven","Kalinga, handwoven earrings, circle design","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Kalinga Tassel Earrings - Fuchsia","Handwoven Kalinga tassel earrings in fuchsia.","PHP 1234.57","Jewelry","Earrings","Fuchsia","Tassel","Handwoven","Kalinga, handwoven earrings, tassel design","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Kalinga Circle Earrings - Black & Red","Handwoven Kalinga circle earrings in black & red.","PHP 1604.94","Jewelry","Earrings","Black/Red","Circle","Handwoven","Kalinga, handwoven earrings, circle design","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Cascara Mini Hoops","Gold, pearl, and mother-of-pearl mini hoop earrings.","PHP 3703.70","Jewelry","Earrings","Gold/Pearl","Hoops","Mother-of-Pearl","mini hoops, handmade jewelry","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Kalinga Lingling-o Earrings - Black","Handwoven Kalinga Lingling-o earrings in black.","PHP 1604.94","Jewelry","Earrings","Black","Standard","Handwoven","Kalinga, Lingling-o, handwoven earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Kalinga Tassel Earrings - Black","Handwoven Kalinga tassel earrings in black.","PHP 1358.02","Jewelry","Earrings","Black","Tassel","Handwoven","Kalinga, tassel earrings, handwoven","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Tboli Hand-Cast Brass Circle Earrings","Hand-cast brass circle earrings from Tboli artisans.","PHP 1481.48","Jewelry","Earrings","Brass","Circle","Hand-cast","Tboli, brass earrings, handmade","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Mother-of-Pearl Aro Midi Earrings","Mother-of-pearl aro midi earrings.","PHP 3703.70","Jewelry","Earrings","Mother-of-Pearl","Midi","Hand-carved","mother-of-pearl, aro midi earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Caida Bloom Earrings","Handmade floral bloom earrings.","PHP 3703.70","Jewelry","Earrings","Gold/Pearl","Standard","Handmade","floral bloom earrings, handmade jewelry","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Baroque Pearl Tala Two-Way Earrings","Handmade baroque pearl earrings, two-way design.","PHP 3703.70","Jewelry","Earrings","Pearl","Two-Way","Gold/Pearl","baroque pearl, two-way earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Mother of Pearl Guita Drop Earrings","Hand-carved floral mother-of-pearl drop earrings.","PHP 3703.70","Jewelry","Earrings","Mother-of-Pearl","Drop","Hand-carved","mother-of-pearl, floral drop earrings","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Silk Flower Bloom Drop Earrings - White","Handmade silk flower bloom drop earrings in white.","PHP 3703.70","Jewelry","Earrings","White","Drop","Silk","silk flower, bloom earrings, handmade","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Porcelana Floral Earrings","Handmade porcelain floral earrings with gold, ceramic, and silk.","PHP 3703.70","Jewelry","Earrings","Gold/Ceramic","Floral","Hand-painted","porcelain floral earrings, handmade jewelry","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Handwoven Pink Kantarines Scrunchie","Handmade handwoven scrunchie from Ilocos Abra Inabel textile, fashion hair tie accessory.","PHP 493.83","Accessories","Scrunchie","Pink","Standard","Cotton","handwoven, Ilocos Abra, inabel, scrunchie","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Yakan Handwoven Cloth - Red","Handwoven Yakan cloth in red, can be used as placemat, coaster, or decorative textile.","PHP 864.20","Home Goods","Cloth","Red","Standard","Cotton","Yakan textile, handwoven cloth, home decor","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Yakan Handwoven Cloth - Blue","Handwoven Yakan cloth in blue, can be used as placemat, coaster, or decorative textile.","PHP 864.20","Home Goods","Cloth","Blue","Standard","Cotton","Yakan textile, handwoven cloth, home decor","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Red Binanniya ya Tinaggui Table Runner – Handwoven Filipino Decor","Handwoven Ifugao table runner, ethnic Filipino home decor piece.","PHP 12345.68","Home Goods","Table Runner","Red","Standard","Cotton","Ifugao, handwoven table runner, Filipino decor","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Kapwa Tarot by JL Umipig","Filipino tarot deck featuring mythology symbolism, designed by JL Umipig.","PHP 4012.35","Objects","Tarot Deck","Multicolor","Standard","Cardstock","Filipino tarot, mythology, Kapwa Tarot","https://www.etsy.com/listing/...","https://i.etsystatic.com/...jpg","NarraStudioNY"
"Philippine Sun Araw Statement Necklace Gold","Gold necklace featuring Philippine Sun Araw statement design.","PHP 1540.12","Jewelry","Necklace","Gold","Standard","Metal","Philippine Sun, Araw necklace, Filipino pride","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Capiz Parol Danlge Earrings | Capiz Parol Earrings | Philippine Christmas Langern Earrings","Capiz parol dangle earrings inspired by Christmas lanterns.","PHP 1540.12","Jewelry","Earrings","Capiz","Dangle","Capiz","Parol, Capiz, Filipino Christmas","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Pearl and Sun Araw Necklace Gold","Gold necklace with pearl and Philippine Sun Araw motif.","PHP 1416.67","Jewelry","Necklace","Gold/Pearl","Standard","Metal/Pearl","Philippine Sun, pearl necklace","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Small Hoop Sun Araw Earrings Gold","Small gold hoop earrings with Sun Araw design.","PHP 1416.67","Jewelry","Earrings","Gold","Hoop","Metal","Sun Araw hoop earrings","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Pearl and Sun Araw Bracelet Gold","Gold bracelet with pearl and Sun Araw motif.","PHP 1416.67","Jewelry","Bracelet","Gold/Pearl","Standard","Metal/Pearl","Philippine Sun bracelet","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Star Stud and Sun Dangle Araw Earrings Gold","Star stud with Sun Araw dangle earrings in gold.","PHP 1416.67","Jewelry","Earrings","Gold","Stud/Dangle","Metal","Star and Sun Araw dangle","Unspecified","Unspecified","Pinoyofamerica"
"Capiz Parol Earrings","Capiz parol earrings, lightweight lantern-inspired.","PHP 1540.12","Jewelry","Earrings","Capiz","Standard","Capiz","Parol earrings, Capiz shell","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Araw Statement Hoop Earrings Gold","Gold statement hoop earrings with Sun Araw.","PHP 1416.67","Jewelry","Earrings","Gold","Hoop","Metal","Sun Araw statement hoops","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Half Sun and Pearl Dangle Earrings | Araw Earrings | Filipina Earrings","Half Sun Araw with pearl dangle earrings.","PHP 1540.12","Jewelry","Earrings","Gold/Pearl","Dangle","Metal/Pearl","Half Sun, pearl dangle","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Araw Statement Necklace","Gold statement necklace with Sun Araw.","PHP 1725.31","Jewelry","Necklace","Gold","Standard","Metal","Sun Araw statement necklace","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Araw Necklace Silver","Silver necklace with Sun Araw design.","PHP 1416.67","Jewelry","Necklace","Silver","Standard","Metal","Sun Araw silver necklace","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Heart Flag Enamel Pin","Heart-shaped enamel pin with Philippine flag.","PHP 740.74","Jewelry","Pin","Multicolor","Heart","Enamel","Philippine flag heart pin","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Flag Enamel Pin","Enamel pin featuring the Philippine Sun.","PHP 740.74","Jewelry","Pin","Gold","Standard","Enamel","Philippine Sun enamel pin","Unspecified","Unspecified","Pinoyofamerica"
"Tita Necklace | Tagalog Auntie Necklace | Filipina Gift for Aunt or Auntie","Gold necklace with 'Tita' Tagalog text.","PHP 1540.12","Jewelry","Necklace","Gold","Standard","Metal","Tita Tagalog necklace","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Mini Cluster Earrings| Bridal Jewelry | Wedding Earrings | Bridesmaid Gift | Authentic Philippine Pearls","Mini cluster pearl earrings with authentic Philippine pearls.","PHP 2466.05","Jewelry","Earrings","Pearl","Cluster","Pearl","Bridal pearl cluster","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Stud Earrings | Filipino Araw","Gold stud earrings with Sun Araw.","PHP 1416.67","Jewelry","Earrings","Gold","Stud","Metal","Sun Araw stud","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun and Stars with Crystals Earrings | Philippine Flag Earrings","Sun and three stars earrings with crystal accents.","PHP 3083.33","Jewelry","Earrings","Gold/Crystal","Standard","Metal/Crystal","Flag-inspired earrings","Unspecified","Unspecified","Pinoyofamerica"
"Pekpek Power Enamel Pin","Bold enamel pin celebrating Filipina empowerment.","PHP 740.74","Jewelry","Pin","Multicolor","Standard","Enamel","Empowerment pin","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Dainty Dangle Sun Earrings Gold","Dainty gold dangle earrings with Sun Araw.","PHP 1416.67","Jewelry","Earrings","Gold","Dangle","Metal","Dainty Sun Araw dangle","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Outline Danlge Earrings | Araw Earrings | Filipina Earrings","Outline Sun Araw dangle earrings in gold.","PHP 1540.12","Jewelry","Earrings","Gold","Dangle","Metal","Outline Sun Araw","Unspecified","Unspecified","Pinoyofamerica"
"Amethyst Philippine Sun Necklace | Araw Necklace | Filipino Pride | Authentic Gemstone Philippine Sun","Amethyst gemstone necklace with Sun Araw.","PHP 7098.77","Jewelry","Necklace","Amethyst","Standard","Gemstone","Amethyst Sun Araw","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Dainty Dangle Sun Earrings Silver","Dainty silver dangle earrings with Sun Araw.","PHP 1416.67","Jewelry","Earrings","Silver","Dangle","Metal","Dainty Sun Araw silver","Unspecified","Unspecified","Pinoyofamerica"
"Mahal Kita Necklace | Tagalog I Love You | Filipina Gift","Gold necklace with 'Mahal Kita' text.","PHP 1540.12","Jewelry","Necklace","Gold","Standard","Metal","Mahal Kita necklace","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Jewelry Set | Bridal Jewelry | Wedding Necklace + Bracelet | Bridesmaid Gift | Authentic Philippine Pearls (PR-13)","Pearl necklace and bracelet bridal set.","PHP 3083.33","Jewelry","Set","Pearl","Standard","Pearl","Bridal pearl set","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Scoop Necklace | Bridal Jewelry | Wedding Necklace | Bridesmaid Gift | Authentic Philippine Pearls","Scoop design pearl necklace for bridal wear.","PHP 2774.69","Jewelry","Necklace","Pearl","Scoop","Pearl","Bridal scoop pearl","Unspecified","Unspecified","Pinoyofamerica"
"Dainty Philippine Sun and Pearl Danlge Earrings | Araw Earrings | Filipina Earrings","Dainty gold dangle earrings with Sun Araw and pearl.","PHP 1540.12","Jewelry","Earrings","Gold/Pearl","Dangle","Metal/Pearl","Sun Araw + pearl dangle","Unspecified","Unspecified","Pinoyofamerica"
"Miss Universe Stars and Sun Ear Cuff","Gold ear cuff with stars and Sun Araw.","PHP 1416.67","Jewelry","Ear Cuff","Gold","Standard","Metal","Stars and Sun ear cuff","Unspecified","Unspecified","Pinoyofamerica"
"Obsidian Philippine Sun Necklace | Araw Necklace | Filipino Pride | Authentic Gemstone Philippine Sun","Obsidian gemstone necklace with Sun Araw.","PHP 7098.77","Jewelry","Necklace","Obsidian","Standard","Gemstone","Obsidian Sun Araw","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Capiz Parol Danlge Earrings | Capiz Parol Earrings | Philippine Christmas Langern Earrings","Capiz parol dangle earrings (variant listing).","PHP 1540.12","Jewelry","Earrings","Capiz","Dangle","Capiz","Parol dangle variant","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Enamel Pin","Enamel pin with Sun Araw design.","PHP 740.74","Jewelry","Pin","Gold","Standard","Enamel","Sun Araw enamel pin","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun and Pearl Araw Stud Earrings Silver","Silver stud earrings with Sun Araw and pearl.","PHP 1416.67","Jewelry","Earrings","Silver/Pearl","Stud","Metal/Pearl","Sun + pearl studs silver","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun and Pearl Danlge Earrings | Araw Earrings | Filipina Earrings","Gold dangle earrings with Sun Araw and pearl.","PHP 1540.12","Jewelry","Earrings","Gold/Pearl","Dangle","Metal/Pearl","Sun + pearl dangle gold","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Small Hoop Sun Araw Earrings Silver","Small silver hoop earrings with Sun Araw.","PHP 1416.67","Jewelry","Earrings","Silver","Hoop","Metal","Sun Araw silver hoops","Unspecified","Unspecified","Pinoyofamerica"
"Jade Philippine Sun Necklace | Araw Necklace | Filipino Pride | Authentic Gemstone Philippine Sun","Jade gemstone necklace with Sun Araw.","PHP 7098.77","Jewelry","Necklace","Jade","Standard","Gemstone","Jade Sun Araw","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun and Pearl Adjustable Ring","Adjustable ring with Sun Araw and pearl.","PHP 1416.67","Jewelry","Ring","Gold/Pearl","Adjustable","Metal/Pearl","Sun Araw pearl ring","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Scoop Necklace | Bridal Jewelry | Wedding Necklace | Bridesmaid Gift | Authentic Philippine Pearls (PR-4)","Scoop design pearl necklace (PR-4 variant).","PHP 2774.69","Jewelry","Necklace","Pearl","Scoop","Pearl","Pearl scoop necklace PR-4","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Cluster Earrings | Bridal Jewelry | Wedding Earrings | Bridesmaid Gift | Authentic Philippine Pearls","Cluster earrings featuring authentic Philippine pearls.","PHP 2466.05","Jewelry","Earrings","Pearl","Cluster","Pearl","Philippine pearls, bridal earrings","Unspecified","Unspecified","Pinoyofamerica"
"Dainty Philippine Sun and Pearl Necklace and Earrings | Araw Necklace | Arraw Earrings | Filipina Necklace | Arraw Earrings","Dainty necklace and earrings set featuring Philippine Sun and pearl.","PHP 1540.12","Jewelry","Set","Gold/Pearl","Standard","Metal/Pearl","Philippine Sun, pearl jewelry set","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Necklace | Araw Necklace | Filipino Pride Fist","Gold necklace featuring Philippine Sun Araw and pride fist motif.","PHP 1540.12","Jewelry","Necklace","Gold","Standard","Metal","Philippine Sun, pride fist necklace","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Bar Necklace | Bridal Jewelry | Wedding Necklace | Bridesmaid Gift | Authentic Philippine Pearls","Bar necklace featuring authentic Philippine pearls.","PHP 2774.69","Jewelry","Necklace","Pearl","Bar","Pearl","Philippine pearls, bridal necklace","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Dainty Pearl Jewelry Set | Bridal Jewelry | Wedding Necklace + Bracelet | Bridesmaid Gift | Authentic Philippine Pearls","Pearl necklace and bracelet bridal set.","PHP 2466.05","Jewelry","Set","Pearl","Standard","Pearl","Philippine pearls, bridal set","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Araw Necklace Gold","Gold necklace featuring Philippine Sun Araw design.","PHP 1416.67","Jewelry","Necklace","Gold","Standard","Metal","Philippine Sun necklace gold","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Hoop Dangle Earrings Gold","Gold hoop dangle earrings featuring Philippine Sun Araw.","PHP 1416.67","Jewelry","Earrings","Gold","Hoop","Metal","Philippine Sun hoop earrings gold","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Araw Statement Hoop Earrings Silver","Silver hoop earrings featuring Philippine Sun Araw statement design.","PHP 1416.67","Jewelry","Earrings","Silver","Hoop","Metal","Philippine Sun hoop earrings silver","Unspecified","Unspecified","Pinoyofamerica"
"Citrine Gemstone Philippine Sun Necklace | Araw Necklace | Filipino Pride | Authentic Gemstone Philippine Sun","Citrine gemstone necklace featuring Philippine Sun Araw.","PHP 7098.77","Jewelry","Necklace","Citrine","Standard","Gemstone","Philippine Sun citrine necklace","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Lingling-o Earrings","Earrings inspired by ancient Lingling-o design.","PHP 1108.02","Jewelry","Earrings","Silver","Standard","Metal","Lingling-o earrings","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Pearl and Sun Araw Necklace Silver","Silver necklace featuring pearl and Philippine Sun Araw.","PHP 1416.67","Jewelry","Necklace","Silver/Pearl","Standard","Metal/Pearl","Philippine Sun pearl necklace silver","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Dangle Earrings | Araw Earrings | Filipina Earrings","Silver dangle earrings featuring Philippine Sun Araw.","PHP 1540.12","Jewelry","Earrings","Silver","Dangle","Metal","Philippine Sun dangle earrings silver","Unspecified","Unspecified","Pinoyofamerica"
"Silver Dainty Philippine Sun and Pearl Dangle Earrings | Araw Earrings | Filipina Earrings","Silver dainty dangle earrings with Sun Araw and pearl.","PHP 1540.12","Jewelry","Earrings","Silver/Pearl","Dangle","Metal/Pearl","Philippine Sun pearl dangle silver","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Dainty Dangle Sun Earrings Silver","Silver dainty dangle earrings featuring Philippine Sun Araw.","PHP 1416.67","Jewelry","Earrings","Silver","Dangle","Metal","Philippine Sun dainty earrings silver","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Pearl and Sun Araw Bracelet Silver","Silver bracelet featuring pearl and Philippine Sun Araw.","PHP 1416.67","Jewelry","Bracelet","Silver/Pearl","Standard","Metal/Pearl","Philippine Sun pearl bracelet silver","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun and Stars Earrings","Earrings featuring Philippine Sun and stars motif.","PHP 1416.67","Jewelry","Earrings","Gold","Standard","Metal","Philippine Sun and stars earrings","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Trio Set | Bridal Jewelry | Wedding Set | Bridesmaid Gift | Authentic Philippine Pearls","Pearl trio bridal set with authentic Philippine pearls.","PHP 3700.62","Jewelry","Set","Pearl","Trio","Pearl","Philippine pearls bridal trio","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Sun Hoop Dangle Earrings Silver","Silver hoop dangle earrings featuring Philippine Sun Araw.","PHP 1416.67","Jewelry","Earrings","Silver","Hoop","Metal","Philippine Sun hoop earrings silver","Unspecified","Unspecified","Pinoyofamerica"
"Perfect Pearl Drop Necklace | Bridal Jewelry | Wedding Necklace | Bridesmaid Gift | Authentic Philippine Pearls","Drop necklace featuring authentic Philippine pearls.","PHP 2774.69","Jewelry","Necklace","Pearl","Drop","Pearl","Philippine pearls bridal drop necklace","Unspecified","Unspecified","Pinoyofamerica"
"Philippine Capiz Parol Dangle Earrings | Capiz Parol Earrings | Philippine Christmas Lantern Earrings","Capiz parol dangle earrings inspired by Christmas lanterns.","PHP 1540.12","Jewelry","Earrings","Capiz","Dangle","Capiz","Parol earrings Christmas","Unspecified","Unspecified","Pinoyofamerica"
"Dark Green Aventurine Philippine Sun Necklace | Araw Necklace | Filipino Pride | Authentic Gemstone Philippine Sun","Dark green aventurine gemstone necklace featuring Philippine Sun Araw.","PHP 7098.77","Jewelry","Necklace","Aventurine","Standard","Gemstone","Philippine Sun aventurine necklace","Unspecified","Unspecified","Pinoyofamerica"
"Pasko Philippine Christmas Lantern Sticker Pack (6 Stickers)","Sticker pack featuring Philippine Christmas lantern (parol) designs.","PHP 1080.25","Stickers","Pack","Multicolor","6 Stickers","Paper/Vinyl","Philippine parol, Christmas lantern stickers","Unspecified","Unspecified","Pinoyofamerica"
"Mahal Kita Sticker Pack (3 Stickers)","Sticker pack featuring 'Mahal Kita' (Tagalog for 'I love you').","PHP 740.74","Stickers","Pack","Multicolor","3 Stickers","Paper/Vinyl","Mahal Kita, Tagalog love stickers","Unspecified","Unspecified","Pinoyofamerica"
"Pekpek Power + Mahal Kita Sticker Pack (6 Stickers)","Sticker pack featuring 'Pekpek Power' and 'Mahal Kita' designs.","PHP 1080.25","Stickers","Pack","Multicolor","6 Stickers","Paper/Vinyl","Filipina empowerment, Tagalog love stickers","Unspecified","Unspecified","Pinoyofamerica"
"Filipina Nurse 4 Pack | Filipino Nurse Sticker Set","Sticker set featuring Filipina nurse designs.","PHP 925.93","Stickers","Pack","Multicolor","4 Stickers","Paper/Vinyl","Filipina nurse sticker set","Unspecified","Unspecified","Pinoyofamerica"
"Bayong Bag with Leather Handle | Filipino Handwoven Bag","Handwoven bayong bag with leather handle.","PHP 2160.49","Bags","Bayong","Leather Handle","Handwoven","Filipino bayong, leather handle bag","Unspecified","Unspecified","Pinoyofamerica","None"
"Bayong Bag with Zipper | Filipino Handwoven Bag","Handwoven bayong bag with zipper closure.","PHP 2160.49","Bags","Bayong","Zipper","Handwoven","Filipino bayong, zipper bag","Unspecified","Unspecified","Pinoyofamerica","None"
"Bayong Bag with Cloth Handle | Filipino Handwoven Bag","Handwoven bayong bag with cloth handle.","PHP 2160.49","Bags","Bayong","Cloth Handle","Handwoven","Filipino bayong, cloth handle bag","Unspecified","Unspecified","Pinoyofamerica","None"
"Bayong Bag with Plastic Handle | Filipino Handwoven Bag","Handwoven bayong bag with plastic handle.","PHP 2160.49","Bags","Bayong","Plastic Handle","Handwoven","Filipino bayong, plastic handle bag","Unspecified","Unspecified","Pinoyofamerica","None"
"Bayong Bag with Wooden Handle | Filipino Handwoven Bag","Handwoven bayong bag with wooden handle.","PHP 2160.49","Bags","Bayong","Wooden Handle","Handwoven","Filipino bayong, wooden handle bag","Unspecified","Unspecified","Pinoyofamerica","None"
"Capiz Shell Dinnerware Place Set","Dinnerware set made from capiz shells.","PHP 7898.15","Capiz Decor","Dinnerware","Capiz","Set","Capiz Shell","Capiz shell dinnerware set","Unspecified","Unspecified","Pinoyofamerica"
"Mango-Shaped Capiz Tray Set of 3","Tray set shaped like mangoes, made from capiz shells.","PHP 2836.42","Capiz Decor","Tray","Capiz","Set of 3","Capiz Shell","Capiz mango tray set","Unspecified","Unspecified","Pinoyofamerica"
"Capiz Flower Napkin Holders","Napkin holders with flower design made from capiz shells.","PHP 1231.48","Capiz Decor","Napkin Holder","Capiz","Flower","Capiz Shell","Capiz flower napkin holders","Unspecified","Unspecified","Pinoyofamerica"
"Capiz Shell Dinnerware Place Set","Dinnerware set made from capiz shells.","PHP 7898.15","Capiz Decor","Dinnerware","Capiz","Set","Capiz Shell","Capiz shell dinnerware set","Unspecified","Unspecified","Pinoyofamerica"
"Mango-Shaped Capiz Tray Set of 3","Tray set shaped like mangoes, made from capiz shells.","PHP 2836.42","Capiz Decor","Tray","Capiz","Set of 3","Capiz Shell","Capiz mango tray set","Unspecified","Unspecified","Pinoyofamerica"
"Capiz Flower Napkin Holders","Napkin holders with flower design made from capiz shells.","PHP 1231.48","Capiz Decor","Napkin Holder","Capiz","Flower","Capiz Shell","Capiz flower napkin holders","Unspecified","Unspecified","Pinoyofamerica"
"Philippines Flag Embroidered Graduation Stole | Sash | Scarf | Filipino Heritage Grad","Graduation stole embroidered with the Philippine flag.","PHP 2466.05","Apparel","Stole","Multicolor","Standard","Fabric","Philippine flag graduation stole","Unspecified","Unspecified","Pinoyofamerica"
"Philippines Flag Embroidered Graduation Stole | Sash | Scarf | Filipino Heritage Grad","Graduation stole embroidered with the Philippine flag (variant listing).","PHP 1725.31","Apparel","Stole","Multicolor","Standard","Fabric","Philippine flag graduation stole variant","Unspecified","Unspecified","Pinoyofamerica"
"Philippines Flag Embroidered Graduation Stole | Sash | Scarf | Filipino Heritage Grad","Graduation stole embroidered with the Philippine flag (only 1 left).","PHP 1725.31","Apparel","Stole","Multicolor","Standard","Fabric","Philippine flag graduation stole limited","Unspecified","Unspecified","Pinoyofamerica"
"Rice Knuckle Sticker: Filipino Cooking Technique - Waterproof Vinyl","Sticker illustrating Filipino rice knuckle cooking technique.","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Rice knuckle cooking sticker","Unspecified","Unspecified","BittermelonCreative"
"3"" STICKER | ay nako | oh my gosh! | tagalog | filipino | fil-am | filipino sticker | pinay | pinoy | vinyl | waterproof","Vinyl waterproof sticker with Tagalog phrase 'ay nako' (oh my gosh!).","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Tagalog ay nako sticker","Unspecified","Unspecified","BittermelonCreative"
"3"" STICKER | halo halo | filipino | fil-am | filipino sticker | pinay | pinoy | vinyl | waterproof","Vinyl waterproof sticker featuring halo-halo dessert.","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Halo-halo Filipino dessert sticker","Unspecified","Unspecified","BittermelonCreative"
"3"" STICKER | lazy lechon | filipino | fil-am | filipino sticker | pinay | pinoy | vinyl | waterproof","Vinyl waterproof sticker featuring lazy lechon.","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Lazy lechon sticker","Unspecified","Unspecified","BittermelonCreative"
"Bahala Ka Sa Buhay Mo Sticker: Filipino Tagalog Vinyl Waterproof (3"")","Sticker with Tagalog phrase 'Bahala Ka Sa Buhay Mo'.","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Bahala ka sticker","Unspecified","Unspecified","BittermelonCreative"
"Coconut Grater Vinyl Sticker: Filipino Kudkuran Art (3"")","Sticker featuring Filipino coconut grater (kudkuran).","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Coconut grater sticker","Unspecified","Unspecified","BittermelonCreative"
"3"" STICKER | kumain ka na ba? | did you eat yet? | tagalog | filipino | fil-am | filipino sticker | pinay | pinoy | vinyl | waterproof","Vinyl waterproof sticker with Tagalog phrase 'kumain ka na ba?' (did you eat yet?).","PHP 246.91","Stickers","Sticker","Multicolor","3""","Vinyl","Kumain ka na ba sticker","Unspecified","Unspecified","BittermelonCreative"
"Bahala Ka Sa Buhay Mo Greeting Card: Tagalog Stationery","Greeting card with Tagalog phrase 'Bahala Ka Sa Buhay Mo'.","PHP 370.37","Greeting Cards","Card","Multicolor","Standard","Paper","Bahala Ka Sa Buhay Mo greeting card","Unspecified","Unspecified","BittermelonCreative"
"Munggo Filipino Food Art Print: Tupperware Illustration (Digital Download)","Digital illustration of munggo dish in Tupperware.","PHP 898.77","Printables","Digital Art","Multicolor","8x10","Digital File","Munggo food art printable","Unspecified","Unspecified","BittermelonCreative"
"Healing Vibes Art Print: Vapor Rub Illustration (Digital Download)","Digital illustration featuring vapor rub healing vibes.","PHP 898.77","Printables","Digital Art","Multicolor","8x10","Digital File","Healing vibes vapor rub printable","Unspecified","Unspecified","BittermelonCreative"
"Haw Flakes Art Print: Filipino Candy Illustration (Digital Download)","Digital illustration featuring Haw Flakes Filipino candy.","PHP 898.77","Printables","Digital Art","Multicolor","8x10","Digital File","Haw Flakes candy printable","Unspecified","Unspecified","BittermelonCreative"
