Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL
Bell Arras Arrhae Unity Wedding Coins,"Arrhae coins with bell motifs, symbolizing harmony in Filipino weddings.",Wedding Ceremony,Arrhae Coins,Gold,UNSPECIFIED,Metal,"arras, coins, bell motif, Filipino","Bell Arras Arrhae Unity Wedding Coins Arrhae coins with bell motifs, symbolizing harmony in Filipino weddings. Gold UNSPECIFIED Metal","['Bell', 'Arras', 'Arrhae', 'Unity', 'Wedding', 'Coins', 'Arrhae', 'coins', 'with', 'bell', 'motifs', ',', 'symbolizing', 'harmony', 'in', 'Filipino', 'weddings', '.', 'Gold', 'UNSPECIFIED', 'Metal']","['Bell', 'Arras', 'Arrhae', 'Unity', 'Wedding', 'Coins', 'Arrhae', 'coins', 'bell', 'motifs', 'symbolizing', 'harmony', 'Filipino', 'weddings', 'Gold', 'UNSPECIFIED', 'Metal']","['Bell', 'Arras', 'Arrhae', 'Unity', 'Wedding', 'Coins', 'Arrhae', 'coin', 'bell', 'motif', 'symbolizing', 'harmony', 'Filipino', 'wedding', 'Gold', 'UNSPECIFIED', 'Metal']","['arras', 'coins', 'bell motif', 'Filipino']","['arras', 'coins', 'bell motif', 'Filipino']"
Golden Bloom Yugal Unity Cord Lasso,"A unity cord lasso decorated with golden bloom accents, symbolizing love and unity.",Wedding Ceremony,Unity Cord,Gold,UNSPECIFIED,Fabric,"cord, bloom motif, Filipino, wedding","Golden Bloom Yugal Unity Cord Lasso A unity cord lasso decorated with golden bloom accents, symbolizing love and unity. Gold UNSPECIFIED Fabric","['Golden', 'Bloom', 'Yugal', 'Unity', 'Cord', 'Lasso', 'A', 'unity', 'cord', 'lasso', 'decorated', 'with', 'golden', 'bloom', 'accents', ',', 'symbolizing', 'love', 'and', 'unity', '.', 'Gold', 'UNSPECIFIED', 'Fabric']","['Golden', 'Bloom', 'Yugal', 'Unity', 'Cord', 'Lasso', 'unity', 'cord', 'lasso', 'decorated', 'golden', 'bloom', 'accents', 'symbolizing', 'love', 'unity', 'Gold', 'UNSPECIFIED', 'Fabric']","['Golden', 'Bloom', 'Yugal', 'Unity', 'Cord', 'Lasso', 'unity', 'cord', 'lasso', 'decorated', 'golden', 'bloom', 'accent', 'symbolizing', 'love', 'unity', 'Gold', 'UNSPECIFIED', 'Fabric']","['cord', 'bloom motif', 'Filipino', 'wedding']","['cord', 'bloom motif', 'Filipino', 'wedding']"
Rose Pearl Yugal Unity Cord Lasso,"A unity cord lasso embellished with rose and pearl details, blending elegance with tradition.",Wedding Ceremony,Unity Cord,White,UNSPECIFIED,"Fabric, Pearl","cord, rose pearl, Filipino, wedding","Rose Pearl Yugal Unity Cord Lasso A unity cord lasso embellished with rose and pearl details, blending elegance with tradition. White UNSPECIFIED Fabric, Pearl","['Rose', 'Pearl', 'Yugal', 'Unity', 'Cord', 'Lasso', 'A', 'unity', 'cord', 'lasso', 'embellished', 'with', 'rose', 'and', 'pearl', 'details', ',', 'blending', 'elegance', 'with', 'tradition', '.', 'White', 'UNSPECIFIED', 'Fabric', ',', 'Pearl']","['Rose', 'Pearl', 'Yugal', 'Unity', 'Cord', 'Lasso', 'unity', 'cord', 'lasso', 'embellished', 'rose', 'pearl', 'details', 'blending', 'elegance', 'tradition', 'White', 'UNSPECIFIED', 'Fabric', 'Pearl']","['Rose', 'Pearl', 'Yugal', 'Unity', 'Cord', 'Lasso', 'unity', 'cord', 'lasso', 'embellished', 'rose', 'pearl', 'detail', 'blending', 'elegance', 'tradition', 'White', 'UNSPECIFIED', 'Fabric', 'Pearl']","['cord', 'rose pearl', 'Filipino', 'wedding']","['cord', 'Filipino', 'wedding']"
Ceremony Wedding Ring Pillow,"A handmade Filipino wedding ring pillow, crafted with care for ceremonial use.",Wedding Ceremony,Ring Pillow,White,SMALL,Fabric,"pillow, handmade, Filipino, wedding","Ceremony Wedding Ring Pillow A handmade Filipino wedding ring pillow, crafted with care for ceremonial use. White SMALL Fabric","['Ceremony', 'Wedding', 'Ring', 'Pillow', 'A', 'handmade', 'Filipino', 'wedding', 'ring', 'pillow', ',', 'crafted', 'with', 'care', 'for', 'ceremonial', 'use', '.', 'White', 'SMALL', 'Fabric']","['Ceremony', 'Wedding', 'Ring', 'Pillow', 'handmade', 'Filipino', 'wedding', 'ring', 'pillow', 'crafted', 'care', 'ceremonial', 'use', 'White', 'SMALL', 'Fabric']","['Ceremony', 'Wedding', 'Ring', 'Pillow', 'handmade', 'Filipino', 'wedding', 'ring', 'pillow', 'crafted', 'care', 'ceremonial', 'use', 'White', 'SMALL', 'Fabric']","['pillow', 'handmade', 'Filipino', 'wedding']","['handmade', 'Filipino', 'wedding']"
Birds of Paradise Unity Veil (White),"A veil featuring birds of paradise motifs, symbolizing beauty in Filipino weddings.",Wedding Ceremony,Unity Veil,White,UNSPECIFIED,Fabric,"veil, birds of paradise, Filipino, wedding","Birds of Paradise Unity Veil (White) A veil featuring birds of paradise motifs, symbolizing beauty in Filipino weddings. White UNSPECIFIED Fabric","['Birds', 'of', 'Paradise', 'Unity', 'Veil', '(', 'White', ')', 'A', 'veil', 'featuring', 'birds', 'of', 'paradise', 'motifs', ',', 'symbolizing', 'beauty', 'in', 'Filipino', 'weddings', '.', 'White', 'UNSPECIFIED', 'Fabric']","['Birds', 'Paradise', 'Unity', 'Veil', 'White', 'veil', 'birds', 'paradise', 'motifs', 'symbolizing', 'beauty', 'Filipino', 'weddings', 'White', 'UNSPECIFIED', 'Fabric']","['Birds', 'Paradise', 'Unity', 'Veil', 'White', 'veil', 'bird', 'paradise', 'motif', 'symbolizing', 'beauty', 'Filipino', 'wedding', 'White', 'UNSPECIFIED', 'Fabric']","['veil', 'birds of paradise', 'Filipino', 'wedding']","['veil', 'Filipino', 'wedding']"
Glossy Pearl Rosary Wedding Unity Cord Lasso Yugal,"A unity cord lasso made with glossy pearl rosary beads, combining faith and tradition.",Wedding Ceremony,Unity Cord,White,UNSPECIFIED,"Rosary Beads, Pearl","cord, rosary, pearl, Filipino, wedding","Glossy Pearl Rosary Wedding Unity Cord Lasso Yugal A unity cord lasso made with glossy pearl rosary beads, combining faith and tradition. White UNSPECIFIED Rosary Beads, Pearl","['Glossy', 'Pearl', 'Rosary', 'Wedding', 'Unity', 'Cord', 'Lasso', 'Yugal', 'A', 'unity', 'cord', 'lasso', 'made', 'with', 'glossy', 'pearl', 'rosary', 'beads', ',', 'combining', 'faith', 'and', 'tradition', '.', 'White', 'UNSPECIFIED', 'Rosary', 'Beads', ',', 'Pearl']","['Glossy', 'Pearl', 'Rosary', 'Wedding', 'Unity', 'Cord', 'Lasso', 'Yugal', 'unity', 'cord', 'lasso', 'glossy', 'pearl', 'rosary', 'beads', 'combining', 'faith', 'tradition', 'White', 'UNSPECIFIED', 'Rosary', 'Beads', 'Pearl']","['Glossy', 'Pearl', 'Rosary', 'Wedding', 'Unity', 'Cord', 'Lasso', 'Yugal', 'unity', 'cord', 'lasso', 'glossy', 'pearl', 'rosary', 'bead', 'combining', 'faith', 'tradition', 'White', 'UNSPECIFIED', 'Rosary', 'Beads', 'Pearl']","['cord', 'rosary', 'pearl', 'Filipino', 'wedding']","['cord', 'rosary', 'pearl', 'Filipino', 'wedding']"
Tres Santan Mother of Pearl Shell Flower Bracelet,A handcrafted bracelet featuring three santan flower motifs made from mother-of-pearl shells.,Jewelry,Bracelet,White,UNSPECIFIED,Mother Of Pearl,"bracelet, santan flower, Filipino, shell",Tres Santan Mother of Pearl Shell Flower Bracelet A handcrafted bracelet featuring three santan flower motifs made from mother-of-pearl shells. White UNSPECIFIED Mother Of Pearl,"['Tres', 'Santan', 'Mother', 'of', 'Pearl', 'Shell', 'Flower', 'Bracelet', 'A', 'handcrafted', 'bracelet', 'featuring', 'three', 'santan', 'flower', 'motifs', 'made', 'from', 'mother-of-pearl', 'shells', '.', 'White', 'UNSPECIFIED', 'Mother', 'Of', 'Pearl']","['Tres', 'Santan', 'Mother', 'Pearl', 'Shell', 'Flower', 'Bracelet', 'handcrafted', 'bracelet', 'three', 'santan', 'flower', 'motifs', 'mother-of-pearl', 'shells', 'White', 'UNSPECIFIED', 'Mother', 'Of', 'Pearl']","['Tres', 'Santan', 'Mother', 'Pearl', 'Shell', 'Flower', 'Bracelet', 'handcrafted', 'bracelet', 'three', 'santan', 'flower', 'motif', 'mother-of-pearl', 'shell', 'White', 'UNSPECIFIED', 'Mother', 'Of', 'Pearl']","['bracelet', 'santan flower', 'Filipino', 'shell']","['bracelet', 'Filipino']"
Indigenous Olo Spiral Brass Ring,A spiral-shaped brass ring inspired by indigenous Filipino design traditions.,Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, spiral, indigenous, brass, Filipino",Indigenous Olo Spiral Brass Ring A spiral-shaped brass ring inspired by indigenous Filipino design traditions. Gold UNSPECIFIED Brass,"['Indigenous', 'Olo', 'Spiral', 'Brass', 'Ring', 'A', 'spiral-shaped', 'brass', 'ring', 'inspired', 'by', 'indigenous', 'Filipino', 'design', 'traditions', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Olo', 'Spiral', 'Brass', 'Ring', 'spiral-shaped', 'brass', 'ring', 'indigenous', 'Filipino', 'design', 'traditions', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Olo', 'Spiral', 'Brass', 'Ring', 'spiral-shaped', 'brass', 'ring', 'indigenous', 'Filipino', 'design', 'tradition', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'spiral', 'indigenous', 'brass', 'Filipino']","['ring', 'spiral', 'indigenous', 'brass', 'Filipino']"
Indigenous Klifus Brass Earrings,Handcrafted brass earrings with Klifus-inspired indigenous patterns.,Jewelry,Earrings,Gold,UNSPECIFIED,Brass,"earrings, indigenous, brass, Filipino",Indigenous Klifus Brass Earrings Handcrafted brass earrings with Klifus-inspired indigenous patterns. Gold UNSPECIFIED Brass,"['Indigenous', 'Klifus', 'Brass', 'Earrings', 'Handcrafted', 'brass', 'earrings', 'with', 'Klifus-inspired', 'indigenous', 'patterns', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Klifus', 'Brass', 'Earrings', 'Handcrafted', 'brass', 'earrings', 'Klifus-inspired', 'indigenous', 'patterns', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Klifus', 'Brass', 'Earrings', 'Handcrafted', 'brass', 'earring', 'Klifus-inspired', 'indigenous', 'pattern', 'Gold', 'UNSPECIFIED', 'Brass']","['earrings', 'indigenous', 'brass', 'Filipino']","['earrings', 'indigenous', 'brass', 'Filipino']"
Indigenous Fishtail Adjustable Cuff Brass Bracelet,"A brass cuff bracelet with fishtail-inspired indigenous design, adjustable for comfort.",Jewelry,Bracelet,Gold,UNSPECIFIED,Brass,"bracelet, fishtail, indigenous, brass, Filipino","Indigenous Fishtail Adjustable Cuff Brass Bracelet A brass cuff bracelet with fishtail-inspired indigenous design, adjustable for comfort. Gold UNSPECIFIED Brass","['Indigenous', 'Fishtail', 'Adjustable', 'Cuff', 'Brass', 'Bracelet', 'A', 'brass', 'cuff', 'bracelet', 'with', 'fishtail-inspired', 'indigenous', 'design', ',', 'adjustable', 'for', 'comfort', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Fishtail', 'Adjustable', 'Cuff', 'Brass', 'Bracelet', 'brass', 'cuff', 'bracelet', 'fishtail-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Fishtail', 'Adjustable', 'Cuff', 'Brass', 'Bracelet', 'brass', 'cuff', 'bracelet', 'fishtail-inspired', 'indigenous', 'design', 'adjustable', 'comfort', 'Gold', 'UNSPECIFIED', 'Brass']","['bracelet', 'fishtail', 'indigenous', 'brass', 'Filipino']","['bracelet', 'fishtail', 'indigenous', 'brass', 'Filipino']"
Mini South Sea Pearl String Bracelet,A delicate bracelet featuring small South Sea pearls strung together.,Jewelry,Bracelet,White,UNSPECIFIED,South Sea Pearls,"bracelet, pearls, Filipino, handmade",Mini South Sea Pearl String Bracelet A delicate bracelet featuring small South Sea pearls strung together. White UNSPECIFIED South Sea Pearls,"['Mini', 'South', 'Sea', 'Pearl', 'String', 'Bracelet', 'A', 'delicate', 'bracelet', 'featuring', 'small', 'South', 'Sea', 'pearls', 'strung', 'together', '.', 'White', 'UNSPECIFIED', 'South', 'Sea', 'Pearls']","['Mini', 'South', 'Sea', 'Pearl', 'String', 'Bracelet', 'delicate', 'bracelet', 'small', 'South', 'Sea', 'pearls', 'strung', 'together', 'White', 'UNSPECIFIED', 'South', 'Sea', 'Pearls']","['Mini', 'South', 'Sea', 'Pearl', 'String', 'Bracelet', 'delicate', 'bracelet', 'small', 'South', 'Sea', 'pearl', 'strung', 'together', 'White', 'UNSPECIFIED', 'South', 'Sea', 'Pearls']","['bracelet', 'pearls', 'Filipino', 'handmade']","['bracelet', 'Filipino', 'handmade']"
Indigenous Bluso Bnetek Adjustable Brass Bracelet,An adjustable brass bracelet with Bluso Bnetek indigenous design motifs.,Jewelry,Bracelet,Gold,UNSPECIFIED,Brass,"bracelet, indigenous, brass, Filipino",Indigenous Bluso Bnetek Adjustable Brass Bracelet An adjustable brass bracelet with Bluso Bnetek indigenous design motifs. Gold UNSPECIFIED Brass,"['Indigenous', 'Bluso', 'Bnetek', 'Adjustable', 'Brass', 'Bracelet', 'An', 'adjustable', 'brass', 'bracelet', 'with', 'Bluso', 'Bnetek', 'indigenous', 'design', 'motifs', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Bluso', 'Bnetek', 'Adjustable', 'Brass', 'Bracelet', 'An', 'adjustable', 'brass', 'bracelet', 'Bluso', 'Bnetek', 'indigenous', 'design', 'motifs', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Bluso', 'Bnetek', 'Adjustable', 'Brass', 'Bracelet', 'An', 'adjustable', 'brass', 'bracelet', 'Bluso', 'Bnetek', 'indigenous', 'design', 'motif', 'Gold', 'UNSPECIFIED', 'Brass']","['bracelet', 'indigenous', 'brass', 'Filipino']","['bracelet', 'indigenous', 'brass', 'Filipino']"
Indigenous Nonom Adjustable Brass Bangle,"A handcrafted brass bangle with Nonom-inspired indigenous design, adjustable fit.",Jewelry,Bangle,Gold,UNSPECIFIED,Brass,"bangle, indigenous, brass, Filipino","Indigenous Nonom Adjustable Brass Bangle A handcrafted brass bangle with Nonom-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Nonom', 'Adjustable', 'Brass', 'Bangle', 'A', 'handcrafted', 'brass', 'bangle', 'with', 'Nonom-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Nonom', 'Adjustable', 'Brass', 'Bangle', 'handcrafted', 'brass', 'bangle', 'Nonom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Nonom', 'Adjustable', 'Brass', 'Bangle', 'handcrafted', 'brass', 'bangle', 'Nonom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['bangle', 'indigenous', 'brass', 'Filipino']","['indigenous', 'brass', 'Filipino']"
Indigenous Fishtail Brass Earrings,Earrings crafted in brass with fishtail-inspired indigenous design.,Jewelry,Earrings,Gold,UNSPECIFIED,Brass,"earrings, fishtail, indigenous, brass, Filipino",Indigenous Fishtail Brass Earrings Earrings crafted in brass with fishtail-inspired indigenous design. Gold UNSPECIFIED Brass,"['Indigenous', 'Fishtail', 'Brass', 'Earrings', 'Earrings', 'crafted', 'in', 'brass', 'with', 'fishtail-inspired', 'indigenous', 'design', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Fishtail', 'Brass', 'Earrings', 'Earrings', 'crafted', 'brass', 'fishtail-inspired', 'indigenous', 'design', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Fishtail', 'Brass', 'Earrings', 'Earrings', 'crafted', 'brass', 'fishtail-inspired', 'indigenous', 'design', 'Gold', 'UNSPECIFIED', 'Brass']","['earrings', 'fishtail', 'indigenous', 'brass', 'Filipino']","['earrings', 'fishtail', 'indigenous', 'brass', 'Filipino']"
Indigenous Spiral Brass Earrings,"Brass earrings featuring spiral indigenous motifs, handcrafted for cultural authenticity.",Jewelry,Earrings,Gold,UNSPECIFIED,Brass,"earrings, spiral, indigenous, brass, Filipino","Indigenous Spiral Brass Earrings Brass earrings featuring spiral indigenous motifs, handcrafted for cultural authenticity. Gold UNSPECIFIED Brass","['Indigenous', 'Spiral', 'Brass', 'Earrings', 'Brass', 'earrings', 'featuring', 'spiral', 'indigenous', 'motifs', ',', 'handcrafted', 'for', 'cultural', 'authenticity', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Spiral', 'Brass', 'Earrings', 'Brass', 'earrings', 'spiral', 'indigenous', 'motifs', 'handcrafted', 'cultural', 'authenticity', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Spiral', 'Brass', 'Earrings', 'Brass', 'earring', 'spiral', 'indigenous', 'motif', 'handcrafted', 'cultural', 'authenticity', 'Gold', 'UNSPECIFIED', 'Brass']","['earrings', 'spiral', 'indigenous', 'brass', 'Filipino']","['earrings', 'spiral', 'indigenous', 'brass', 'Filipino']"
Indigenous Brass Adjustable Ring,A simple yet elegant adjustable brass ring inspired by Filipino indigenous artistry.,Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, adjustable, indigenous, brass, Filipino",Indigenous Brass Adjustable Ring A simple yet elegant adjustable brass ring inspired by Filipino indigenous artistry. Gold UNSPECIFIED Brass,"['Indigenous', 'Brass', 'Adjustable', 'Ring', 'A', 'simple', 'yet', 'elegant', 'adjustable', 'brass', 'ring', 'inspired', 'by', 'Filipino', 'indigenous', 'artistry', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'simple', 'yet', 'elegant', 'adjustable', 'brass', 'ring', 'Filipino', 'indigenous', 'artistry', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'simple', 'yet', 'elegant', 'adjustable', 'brass', 'ring', 'Filipino', 'indigenous', 'artistry', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'adjustable', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']"
Indigenous Brass Hoop Earrings,"Hoop earrings handcrafted from brass, reflecting indigenous Filipino design.",Jewelry,Earrings,Gold,UNSPECIFIED,Brass,"earrings, hoop, indigenous, brass, Filipino","Indigenous Brass Hoop Earrings Hoop earrings handcrafted from brass, reflecting indigenous Filipino design. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Hoop', 'Earrings', 'Hoop', 'earrings', 'handcrafted', 'from', 'brass', ',', 'reflecting', 'indigenous', 'Filipino', 'design', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Hoop', 'Earrings', 'Hoop', 'earrings', 'handcrafted', 'brass', 'reflecting', 'indigenous', 'Filipino', 'design', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Hoop', 'Earrings', 'Hoop', 'earring', 'handcrafted', 'brass', 'reflecting', 'indigenous', 'Filipino', 'design', 'Gold', 'UNSPECIFIED', 'Brass']","['earrings', 'hoop', 'indigenous', 'brass', 'Filipino']","['earrings', 'hoop', 'indigenous', 'brass', 'Filipino']"
Indigenous Brass Leaf Earrings,"Brass earrings shaped like leaves, inspired by indigenous Filipino motifs.",Jewelry,Earrings,Gold,UNSPECIFIED,Brass,"earrings, leaf, indigenous, brass, Filipino","Indigenous Brass Leaf Earrings Brass earrings shaped like leaves, inspired by indigenous Filipino motifs. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Leaf', 'Earrings', 'Brass', 'earrings', 'shaped', 'like', 'leaves', ',', 'inspired', 'by', 'indigenous', 'Filipino', 'motifs', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Leaf', 'Earrings', 'Brass', 'earrings', 'shaped', 'like', 'leaves', 'indigenous', 'Filipino', 'motifs', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Leaf', 'Earrings', 'Brass', 'earring', 'shaped', 'like', 'leaf', 'indigenous', 'Filipino', 'motif', 'Gold', 'UNSPECIFIED', 'Brass']","['earrings', 'leaf', 'indigenous', 'brass', 'Filipino']","['earrings', 'leaf', 'indigenous', 'brass', 'Filipino']"
Indigenous Brass Adjustable Spiral Bracelet,"A spiral-patterned brass bracelet, adjustable to fit, inspired by indigenous Filipino art.",Jewelry,Bracelet,Gold,UNSPECIFIED,Brass,"bracelet, spiral, indigenous, brass, Filipino","Indigenous Brass Adjustable Spiral Bracelet A spiral-patterned brass bracelet, adjustable to fit, inspired by indigenous Filipino art. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Spiral', 'Bracelet', 'A', 'spiral-patterned', 'brass', 'bracelet', ',', 'adjustable', 'to', 'fit', ',', 'inspired', 'by', 'indigenous', 'Filipino', 'art', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Spiral', 'Bracelet', 'spiral-patterned', 'brass', 'bracelet', 'adjustable', 'fit', 'indigenous', 'Filipino', 'art', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Spiral', 'Bracelet', 'spiral-patterned', 'brass', 'bracelet', 'adjustable', 'fit', 'indigenous', 'Filipino', 'art', 'Gold', 'UNSPECIFIED', 'Brass']","['bracelet', 'spiral', 'indigenous', 'brass', 'Filipino']","['bracelet', 'spiral', 'indigenous', 'brass', 'Filipino']"
Indigenous Brass Adjustable Leaf Bracelet,"A brass bracelet with leaf motifs, adjustable for comfort, handcrafted by Filipino artisans.",Jewelry,Bracelet,Gold,UNSPECIFIED,Brass,"bracelet, leaf, indigenous, brass, Filipino","Indigenous Brass Adjustable Leaf Bracelet A brass bracelet with leaf motifs, adjustable for comfort, handcrafted by Filipino artisans. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Leaf', 'Bracelet', 'A', 'brass', 'bracelet', 'with', 'leaf', 'motifs', ',', 'adjustable', 'for', 'comfort', ',', 'handcrafted', 'by', 'Filipino', 'artisans', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Leaf', 'Bracelet', 'brass', 'bracelet', 'leaf', 'motifs', 'adjustable', 'comfort', 'handcrafted', 'Filipino', 'artisans', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Leaf', 'Bracelet', 'brass', 'bracelet', 'leaf', 'motif', 'adjustable', 'comfort', 'handcrafted', 'Filipino', 'artisan', 'Gold', 'UNSPECIFIED', 'Brass']","['bracelet', 'leaf', 'indigenous', 'brass', 'Filipino']","['bracelet', 'leaf', 'indigenous', 'brass', 'Filipino']"
