Product name,Product description,Category,Subcategory,Color,Size,Material,Tags,TEXT_CONTENT,TOKENS,TOKENS_FILTERED,TOKENS_LEMMATIZED,TAGS_LIST,TAGS_LIST_FINAL,PROCESSED_TEXT
Indigenous Brass Adjustable Ring with Yugal Motif,"A brass ring featuring yugal-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, yugal motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Yugal Motif A brass ring featuring yugal-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Yugal', 'Motif', 'A', 'brass', 'ring', 'featuring', 'yugal-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Yugal', 'Motif', 'brass', 'ring', 'yugal-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Yugal', 'Motif', 'brass', 'ring', 'yugal-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'yugal motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring yugal motif brass ring yugal-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Rosary Motif,"A brass ring featuring rosary-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,"Brass, Beads","ring, rosary motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Rosary Motif A brass ring featuring rosary-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass, Beads","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Rosary', 'Motif', 'A', 'brass', 'ring', 'featuring', 'rosary-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass', ',', 'Beads']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rosary', 'Motif', 'brass', 'ring', 'rosary-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Beads']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Rosary', 'Motif', 'brass', 'ring', 'rosary-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass', 'Beads']","['ring', 'rosary motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring rosary motif brass ring rosary-inspired indigenous design adjustable fit white unspecified brass bead
Indigenous Brass Adjustable Ring with Bloom Motif,"A brass ring featuring bloom-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, bloom motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Bloom Motif A brass ring featuring bloom-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Bloom', 'Motif', 'A', 'brass', 'ring', 'featuring', 'bloom-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bloom', 'Motif', 'brass', 'ring', 'bloom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Bloom', 'Motif', 'brass', 'ring', 'bloom-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'bloom motif', 'indigenous', 'brass', 'Filipino']","['ring', 'bloom motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring bloom motif brass ring bloom-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Paradise Motif,"A brass ring featuring paradise-inspired indigenous design, adjustable fit.",Jewelry,Ring,Multicolor,UNSPECIFIED,Brass,"ring, paradise motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Paradise Motif A brass ring featuring paradise-inspired indigenous design, adjustable fit. Multicolor UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Paradise', 'Motif', 'A', 'brass', 'ring', 'featuring', 'paradise-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Multicolor', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Paradise', 'Motif', 'brass', 'ring', 'paradise-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Multicolor', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Paradise', 'Motif', 'brass', 'ring', 'paradise-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Multicolor', 'UNSPECIFIED', 'Brass']","['ring', 'paradise motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring paradise motif brass ring paradise-inspired indigenous design adjustable fit multicolor unspecified brass
Indigenous Brass Adjustable Ring with Ring Pillow Motif,"A brass ring featuring ring pillow-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, ring pillow motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Ring Pillow Motif A brass ring featuring ring pillow-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Ring', 'Pillow', 'Motif', 'A', 'brass', 'ring', 'featuring', 'ring', 'pillow-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Ring', 'Pillow', 'Motif', 'brass', 'ring', 'ring', 'pillow-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Ring', 'Pillow', 'Motif', 'brass', 'ring', 'ring', 'pillow-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'ring pillow motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring ring pillow motif brass ring ring pillow-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Wedding Veil Motif,"A brass ring featuring wedding veil-inspired indigenous design, adjustable fit.",Jewelry,Ring,White,UNSPECIFIED,Brass,"ring, wedding veil motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Wedding Veil Motif A brass ring featuring wedding veil-inspired indigenous design, adjustable fit. White UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Wedding', 'Veil', 'Motif', 'A', 'brass', 'ring', 'featuring', 'wedding', 'veil-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Veil', 'Motif', 'brass', 'ring', 'wedding', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Veil', 'Motif', 'brass', 'ring', 'wedding', 'veil-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'White', 'UNSPECIFIED', 'Brass']","['ring', 'wedding veil motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring wedding veil motif brass ring wedding veil-inspired indigenous design adjustable fit white unspecified brass
Indigenous Brass Adjustable Ring with Coin Motif,"A brass ring featuring coin-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, coin motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Coin Motif A brass ring featuring coin-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Coin', 'Motif', 'A', 'brass', 'ring', 'featuring', 'coin-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Coin', 'Motif', 'brass', 'ring', 'coin-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Coin', 'Motif', 'brass', 'ring', 'coin-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'coin motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring coin motif brass ring coin-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Classic Filipino Motif,"A brass ring featuring classic Filipino-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, Filipino motif, indigenous, brass","Indigenous Brass Adjustable Ring with Classic Filipino Motif A brass ring featuring classic Filipino-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Classic', 'Filipino', 'Motif', 'A', 'brass', 'ring', 'featuring', 'classic', 'Filipino-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Classic', 'Filipino', 'Motif', 'brass', 'ring', 'classic', 'Filipino-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Classic', 'Filipino', 'Motif', 'brass', 'ring', 'classic', 'Filipino-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'Filipino motif', 'indigenous', 'brass']","['ring', 'indigenous', 'brass']",indigenous brass adjustable ring classic filipino motif brass ring classic filipino-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Heritage Motif,"A brass ring featuring heritage-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, heritage motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Heritage Motif A brass ring featuring heritage-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Heritage', 'Motif', 'A', 'brass', 'ring', 'featuring', 'heritage-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Heritage', 'Motif', 'brass', 'ring', 'heritage-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Heritage', 'Motif', 'brass', 'ring', 'heritage-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'heritage motif', 'indigenous', 'brass', 'Filipino']","['ring', 'heritage motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring heritage motif brass ring heritage-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Family Motif,"A brass ring featuring family-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, family motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Family Motif A brass ring featuring family-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Family', 'Motif', 'A', 'brass', 'ring', 'featuring', 'family-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Family', 'Motif', 'brass', 'ring', 'family-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Family', 'Motif', 'brass', 'ring', 'family-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'family motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring family motif brass ring family-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Culture Motif,"A brass ring featuring culture-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, culture motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Culture Motif A brass ring featuring culture-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Culture', 'Motif', 'A', 'brass', 'ring', 'featuring', 'culture-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Culture', 'Motif', 'brass', 'ring', 'culture-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Culture', 'Motif', 'brass', 'ring', 'culture-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'culture motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring culture motif brass ring culture-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Tradition Motif,"A brass ring featuring tradition-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, tradition motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Tradition Motif A brass ring featuring tradition-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Tradition', 'Motif', 'A', 'brass', 'ring', 'featuring', 'tradition-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Tradition', 'Motif', 'brass', 'ring', 'tradition-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Tradition', 'Motif', 'brass', 'ring', 'tradition-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'tradition motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring tradition motif brass ring tradition-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Ceremony Motif,"A brass ring featuring ceremony-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, ceremony motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Ceremony Motif A brass ring featuring ceremony-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Ceremony', 'Motif', 'A', 'brass', 'ring', 'featuring', 'ceremony-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Ceremony', 'Motif', 'brass', 'ring', 'ceremony-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Ceremony', 'Motif', 'brass', 'ring', 'ceremony-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'ceremony motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring ceremony motif brass ring ceremony-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Wedding Symbol Motif,"A brass ring featuring wedding symbol-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, wedding symbol motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Wedding Symbol Motif A brass ring featuring wedding symbol-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Wedding', 'Symbol', 'Motif', 'A', 'brass', 'ring', 'featuring', 'wedding', 'symbol-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Symbol', 'Motif', 'brass', 'ring', 'wedding', 'symbol-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Wedding', 'Symbol', 'Motif', 'brass', 'ring', 'wedding', 'symbol-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'wedding symbol motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring wedding symbol motif brass ring wedding symbol-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Filipino Heritage Motif,"A brass ring featuring Filipino heritage-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, heritage motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Filipino Heritage Motif A brass ring featuring Filipino heritage-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Filipino', 'Heritage', 'Motif', 'A', 'brass', 'ring', 'featuring', 'Filipino', 'heritage-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Filipino', 'Heritage', 'Motif', 'brass', 'ring', 'Filipino', 'heritage-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Filipino', 'Heritage', 'Motif', 'brass', 'ring', 'Filipino', 'heritage-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'heritage motif', 'indigenous', 'brass', 'Filipino']","['ring', 'heritage motif', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring filipino heritage motif brass ring filipino heritage-inspired indigenous design adjustable fit gold unspecified brass
Indigenous Brass Adjustable Ring with Unity Symbol Motif,"A brass ring featuring unity symbol-inspired indigenous design, adjustable fit.",Jewelry,Ring,Gold,UNSPECIFIED,Brass,"ring, unity symbol motif, indigenous, brass, Filipino","Indigenous Brass Adjustable Ring with Unity Symbol Motif A brass ring featuring unity symbol-inspired indigenous design, adjustable fit. Gold UNSPECIFIED Brass","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'with', 'Unity', 'Symbol', 'Motif', 'A', 'brass', 'ring', 'featuring', 'unity', 'symbol-inspired', 'indigenous', 'design', ',', 'adjustable', 'fit', '.', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Symbol', 'Motif', 'brass', 'ring', 'unity', 'symbol-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['Indigenous', 'Brass', 'Adjustable', 'Ring', 'Unity', 'Symbol', 'Motif', 'brass', 'ring', 'unity', 'symbol-inspired', 'indigenous', 'design', 'adjustable', 'fit', 'Gold', 'UNSPECIFIED', 'Brass']","['ring', 'unity symbol motif', 'indigenous', 'brass', 'Filipino']","['ring', 'indigenous', 'brass', 'Filipino']",indigenous brass adjustable ring unity symbol motif brass ring unity symbol-inspired indigenous design adjustable fit gold unspecified brass
